"Year","cpi_score","iso_3"
2004,7.1,"ESP"
2005,7,"ESP"
2006,6.8,"ESP"
2007,6.7,"ESP"
2008,6.5,"ESP"
2009,6.1,"ESP"
1998,NA,"LKA"
1999,NA,"LKA"
2000,NA,"LKA"
2001,NA,"LKA"
2002,3.7,"LKA"
2003,3.4,"LKA"
2004,3.5,"LKA"
2005,3.2,"LKA"
2006,3.1,"LKA"
2007,3.2,"LKA"
2008,3.2,"LKA"
2009,3.1,"LKA"
1998,NA,"SDN"
1999,NA,"SDN"
2000,NA,"SDN"
2001,NA,"SDN"
2002,NA,"SDN"
2003,2.3,"SDN"
2004,2.2,"SDN"
2005,2.1,"SDN"
2006,2,"SDN"
2007,1.8,"SDN"
2008,1.6,"SDN"
2009,1.5,"SDN"
1998,NA,"SUR"
1999,NA,"SUR"
2000,NA,"SUR"
2001,NA,"SUR"
2002,NA,"SUR"
2003,NA,"SUR"
2004,4.3,"SUR"
2005,3.2,"SUR"
2006,3,"SUR"
2007,3.5,"SUR"
2008,3.6,"SUR"
2009,3.7,"SUR"
1998,NA,"SWZ"
1999,NA,"SWZ"
2000,NA,"SWZ"
2001,NA,"SWZ"
2002,NA,"SWZ"
2003,NA,"SWZ"
2004,NA,"SWZ"
2005,2.7,"SWZ"
2006,2.5,"SWZ"
2007,3.3,"SWZ"
2008,3.6,"SWZ"
2009,3.6,"SWZ"
1998,9.5,"SWE"
1999,9.4,"SWE"
2000,9.4,"SWE"
2001,9,"SWE"
2002,9.3,"SWE"
2003,9.3,"SWE"
2004,9.2,"SWE"
2005,9.2,"SWE"
2006,9.2,"SWE"
2007,9.3,"SWE"
2008,9.3,"SWE"
2009,9.2,"SWE"
1998,8.9,"CHE"
1999,8.9,"CHE"
2000,8.6,"CHE"
2001,8.4,"CHE"
2002,8.5,"CHE"
2003,8.8,"CHE"
2004,9.1,"CHE"
2005,9.1,"CHE"
2006,9.1,"CHE"
2007,9,"CHE"
2008,9,"CHE"
2009,9,"CHE"
1998,NA,"SYR"
1999,NA,"SYR"
2000,NA,"SYR"
2001,NA,"SYR"
2002,NA,"SYR"
2003,3.4,"SYR"
2004,3.4,"SYR"
2005,3.4,"SYR"
2006,2.9,"SYR"
2007,2.4,"SYR"
2008,2.1,"SYR"
2009,2.6,"SYR"
1998,NA,"TJK"
1999,NA,"TJK"
2000,NA,"TJK"
2001,NA,"TJK"
2002,NA,"TJK"
2003,NA,"TJK"
2004,NA,"TJK"
2005,NA,"TJK"
2006,NA,"TJK"
2007,NA,"TJK"
2008,2,"TJK"
2009,NA,"TJK"
1998,5.3,"TWN"
1999,5.6,"TWN"
2000,5.5,"TWN"
2001,5.9,"TWN"
2002,5.6,"TWN"
2003,5.7,"TWN"
2004,5.6,"TWN"
2005,5.9,"TWN"
2006,5.9,"TWN"
2007,5.7,"TWN"
2008,5.7,"TWN"
2009,5.6,"TWN"
1998,NA,"TJK"
1999,NA,"TJK"
2000,NA,"TJK"
2001,NA,"TJK"
2002,NA,"TJK"
2003,1.8,"TJK"
2004,2,"TJK"
2005,2.1,"TJK"
2006,2.2,"TJK"
2007,2.1,"TJK"
2008,NA,"TJK"
2009,2,"TJK"
1998,1.9,"TZA"
1999,1.9,"TZA"
2000,2.5,"TZA"
2001,2.2,"TZA"
2002,2.7,"TZA"
2003,2.5,"TZA"
2004,2.8,"TZA"
2005,2.9,"TZA"
2006,2.9,"TZA"
2007,3.2,"TZA"
2008,3,"TZA"
2009,2.6,"TZA"
1998,3,"THA"
1999,3.2,"THA"
2000,3.2,"THA"
2001,3.2,"THA"
2002,3.2,"THA"
2003,3.3,"THA"
2004,3.6,"THA"
2005,3.8,"THA"
2006,3.6,"THA"
2007,3.3,"THA"
2008,3.5,"THA"
2009,3.4,"THA"
1998,NA,"MKD"
1999,NA,"MKD"
2000,NA,"MKD"
2001,NA,"MKD"
2002,NA,"MKD"
2003,NA,"MKD"
2004,NA,"MKD"
2005,NA,"MKD"
2006,NA,"MKD"
2007,NA,"MKD"
2008,NA,"MKD"
2009,NA,"MKD"
1998,NA,"USA"
1999,NA,"USA"
2000,NA,"USA"
2001,NA,"USA"
2002,NA,"USA"
2003,NA,"USA"
2004,NA,"USA"
2005,NA,"USA"
2006,NA,"USA"
2007,NA,"USA"
2008,NA,"USA"
2009,NA,"USA"
1998,NA,"TLS"
1999,NA,"TLS"
2000,NA,"TLS"
2001,NA,"TLS"
2002,NA,"TLS"
2003,NA,"TLS"
2004,NA,"TLS"
2005,NA,"TLS"
2006,2.6,"TLS"
2007,2.6,"TLS"
2008,2.2,"TLS"
2009,2.2,"TLS"
1998,NA,"TGO"
1999,NA,"TGO"
2000,NA,"TGO"
2001,NA,"TGO"
2002,NA,"TGO"
2003,NA,"TGO"
2004,NA,"TGO"
2005,NA,"TGO"
2006,2.4,"TGO"
2007,2.3,"TGO"
2008,2.7,"TGO"
2009,2.8,"TGO"
1998,NA,"TON"
1999,NA,"TON"
2000,NA,"TON"
2001,NA,"TON"
2002,NA,"TON"
2003,NA,"TON"
2004,NA,"TON"
2005,NA,"TON"
2006,NA,"TON"
2007,1.7,"TON"
2008,2.4,"TON"
2009,3,"TON"
1998,NA,"TTO"
1999,NA,"TTO"
2000,NA,"TTO"
2001,NA,"TTO"
2002,NA,"TTO"
2003,4.6,"TTO"
2004,4.2,"TTO"
2005,3.8,"TTO"
2006,3.2,"TTO"
2007,3.4,"TTO"
2008,3.6,"TTO"
2009,3.6,"TTO"
1998,NA,"TTO"
1999,NA,"TTO"
2000,NA,"TTO"
2001,5.3,"TTO"
2002,4.9,"TTO"
2003,NA,"TTO"
2004,NA,"TTO"
2005,NA,"TTO"
2006,NA,"TTO"
2007,NA,"TTO"
2008,NA,"TTO"
2009,NA,"TTO"
1998,5,"TUN"
1999,5,"TUN"
2000,5.2,"TUN"
2001,5.3,"TUN"
2002,4.8,"TUN"
2003,4.9,"TUN"
2004,5,"TUN"
2005,4.9,"TUN"
2006,4.6,"TUN"
2007,4.2,"TUN"
2008,4.4,"TUN"
2009,4.2,"TUN"
1998,3.4,"TUR"
1999,3.6,"TUR"
2000,3.8,"TUR"
2001,3.6,"TUR"
2002,3.2,"TUR"
2003,3.1,"TUR"
2004,3.2,"TUR"
2005,3.5,"TUR"
2006,3.8,"TUR"
2007,4.1,"TUR"
2008,4.6,"TUR"
2009,4.4,"TUR"
1998,NA,"TKM"
1999,NA,"TKM"
2000,NA,"TKM"
2001,NA,"TKM"
2002,NA,"TKM"
2003,NA,"TKM"
2004,2,"TKM"
2005,1.8,"TKM"
2006,2.2,"TKM"
2007,2,"TKM"
2008,1.8,"TKM"
2009,1.8,"TKM"
1998,2.6,"UGA"
1999,2.2,"UGA"
2000,2.3,"UGA"
2001,1.9,"UGA"
2002,2.1,"UGA"
2003,2.2,"UGA"
2004,2.6,"UGA"
2005,2.5,"UGA"
2006,2.7,"UGA"
2007,2.8,"UGA"
2008,2.6,"UGA"
2009,2.5,"UGA"
1998,2.8,"UKR"
1999,2.6,"UKR"
2000,1.5,"UKR"
2001,2.1,"UKR"
2002,2.4,"UKR"
2003,2.3,"UKR"
2004,2.2,"UKR"
2005,2.6,"UKR"
2006,2.8,"UKR"
2007,2.7,"UKR"
2008,2.5,"UKR"
2009,2.2,"UKR"
1998,NA,"ARE"
1999,NA,"ARE"
2000,NA,"ARE"
2001,NA,"ARE"
2002,NA,"ARE"
2003,5.2,"ARE"
2004,6.1,"ARE"
2005,6.2,"ARE"
2006,6.2,"ARE"
2007,5.7,"ARE"
2008,5.9,"ARE"
2009,6.5,"ARE"
1998,8.7,"GBR"
1999,8.6,"GBR"
2000,8.7,"GBR"
2001,8.3,"GBR"
2002,8.7,"GBR"
2003,8.7,"GBR"
2004,8.6,"GBR"
2005,8.6,"GBR"
2006,8.6,"GBR"
2007,8.4,"GBR"
2008,7.7,"GBR"
2009,7.7,"GBR"
1998,7.5,"USA"
1999,NA,"USA"
2000,NA,"USA"
2001,NA,"USA"
2002,NA,"USA"
2003,NA,"USA"
2004,NA,"USA"
2005,NA,"USA"
2006,NA,"USA"
2007,NA,"USA"
2008,NA,"USA"
2009,7.5,"USA"
1998,4.3,"URY"
1999,4.4,"URY"
2000,NA,"URY"
2001,5.1,"URY"
2002,5.1,"URY"
2003,5.5,"URY"
2004,6.2,"URY"
2005,5.9,"URY"
2006,6.4,"URY"
2007,6.7,"URY"
2008,6.9,"URY"
2009,6.7,"URY"
1998,NA,"USA"
1999,7.5,"USA"
2000,7.8,"USA"
2001,7.6,"USA"
2002,7.7,"USA"
2003,7.5,"USA"
2004,7.5,"USA"
2005,7.6,"USA"
2006,7.3,"USA"
2007,7.2,"USA"
2008,7.3,"USA"
2009,NA,"USA"
1998,NA,"UZB"
1999,1.8,"UZB"
2000,2.4,"UZB"
2001,2.7,"UZB"
2002,2.9,"UZB"
2003,2.4,"UZB"
2004,2.3,"UZB"
2005,2.2,"UZB"
2006,2.1,"UZB"
2007,1.7,"UZB"
2008,1.8,"UZB"
2009,1.7,"UZB"
1998,NA,"VUT"
1999,NA,"VUT"
2000,NA,"VUT"
2001,NA,"VUT"
2002,NA,"VUT"
2003,NA,"VUT"
2004,NA,"VUT"
2005,NA,"VUT"
2006,NA,"VUT"
2007,3.1,"VUT"
2008,2.9,"VUT"
2009,3.2,"VUT"
1998,2.3,"VEN"
1999,2.6,"VEN"
2000,2.7,"VEN"
2001,2.8,"VEN"
2002,2.5,"VEN"
2003,2.4,"VEN"
2004,2.3,"VEN"
2005,2.3,"VEN"
2006,2.3,"VEN"
2007,2,"VEN"
2008,1.9,"VEN"
2009,1.9,"VEN"
1998,2.5,"VNM"
1999,2.6,"VNM"
2000,2.5,"VNM"
2001,2.6,"VNM"
2002,2.4,"VNM"
2003,2.4,"VNM"
2004,2.6,"VNM"
2005,2.6,"VNM"
2006,NA,"VNM"
2007,NA,"VNM"
2008,NA,"VNM"
2009,2.7,"VNM"
1998,NA,"VNM"
1999,NA,"VNM"
2000,NA,"VNM"
2001,NA,"VNM"
2002,NA,"VNM"
2003,NA,"VNM"
2004,NA,"VNM"
2005,NA,"VNM"
2006,2.6,"VNM"
2007,2.6,"VNM"
2008,2.7,"VNM"
2009,NA,"VNM"
1998,NA,"YEM"
1999,NA,"YEM"
2000,NA,"YEM"
2001,NA,"YEM"
2002,NA,"YEM"
2003,2.6,"YEM"
2004,2.4,"YEM"
2005,2.7,"YEM"
2006,2.6,"YEM"
2007,2.5,"YEM"
2008,2.3,"YEM"
2009,2.1,"YEM"
1998,3,"YUG"
1999,2,"YUG"
2000,1.3,"YUG"
2001,NA,"YUG"
2002,NA,"YUG"
2003,NA,"YUG"
2004,NA,"YUG"
2005,NA,"YUG"
2006,NA,"YUG"
2007,NA,"YUG"
2008,NA,"YUG"
2009,NA,"YUG"
1998,3.5,"ZMB"
1999,3.5,"ZMB"
2000,3.4,"ZMB"
2001,2.6,"ZMB"
2002,2.6,"ZMB"
2003,2.5,"ZMB"
2004,2.6,"ZMB"
2005,2.6,"ZMB"
2006,2.6,"ZMB"
2007,2.6,"ZMB"
2008,2.8,"ZMB"
2009,3,"ZMB"
1998,4.2,"ZWE"
1999,4.1,"ZWE"
2000,3,"ZWE"
2001,2.9,"ZWE"
2002,2.7,"ZWE"
2003,2.3,"ZWE"
2004,2.3,"ZWE"
2005,2.6,"ZWE"
2006,2.4,"ZWE"
2007,2.1,"ZWE"
2008,1.8,"ZWE"
2009,2.2,"ZWE"
2010,93,"DNK"
2010,93,"NZL"
2010,93,"SGP"
2010,92,"FIN"
2010,92,"SWE"
2010,89,"CAN"
2010,88,"NLD"
2010,87,"AUS"
2010,87,"CHE"
2010,86,"NOR"
2010,85,"ISL"
2010,85,"LUX"
2010,84,"HKG"
2010,80,"IRL"
2010,79,"AUT"
2010,79,"DEU"
2010,78,"BRB"
2010,78,"JPN"
2010,77,"QAT"
2010,76,"GBR"
2010,72,"CHL"
2010,71,"BEL"
2010,71,"USA"
2010,69,"URY"
2010,68,"FRA"
2010,65,"EST"
2010,64,"SVN"
2010,63,"CYP"
2010,63,"ARE"
2010,61,"ISR"
2010,61,"ESP"
2010,60,"PRT"
2010,58,"BWA"
2010,58,"PRI"
2010,58,"TWN"
2010,57,"BTN"
2010,56,"MLT"
2010,55,"BRN"
2010,54,"KOR"
2010,54,"MUS"
2010,53,"CRI"
2010,53,"OMN"
2010,53,"POL"
2010,52,"DMA"
2010,51,"CPV"
2010,50,"LTU"
2010,50,"MAC"
2010,49,"BHR"
2010,48,"SYC"
2010,47,"HUN"
2010,47,"JOR"
2010,47,"SAU"
2010,46,"CZE"
2010,45,"KWT"
2010,45,"ZAF"
2010,44,"MYS"
2010,44,"NAM"
2010,44,"TUR"
2010,43,"LVA"
2010,43,"SVK"
2010,43,"TUN"
2010,41,"HRV"
2010,41,"MKD"
2010,41,"GHA"
2010,41,"WSM"
2010,40,"RWA"
2010,39,"ITA"
2010,38,"GEO"
2010,37,"BRA"
2010,37,"CUB"
2010,37,"MNE"
2010,37,"ROU"
2010,36,"BGR"
2010,36,"SLV"
2010,36,"PAN"
2010,36,"TTO"
2010,36,"VUT"
2010,35,"CHN"
2010,35,"COL"
2010,35,"GRC"
2010,35,"LSO"
2010,35,"PER"
2010,35,"SRB"
2010,35,"THA"
2010,34,"MWI"
2010,34,"MAR"
2010,33,"ALB"
2010,33,"IND"
2010,33,"JAM"
2010,33,"LBR"
2010,32,"BIH"
2010,32,"DJI"
2010,32,"GMB"
2010,32,"GTM"
2010,32,"KIR"
2010,32,"LKA"
2010,32,"SWZ"
2010,31,"BFA"
2010,31,"EGY"
2010,31,"MEX"
2010,30,"DOM"
2010,30,"STP"
2010,30,"TON"
2010,30,"ZMB"
2010,29,"DZA"
2010,29,"ARG"
2010,29,"KAZ"
2010,29,"MDA"
2010,29,"SEN"
2010,28,"BEN"
2010,28,"BOL"
2010,28,"GAB"
2010,28,"IDN"
2010,28,"KSV"
2010,28,"SLB"
2010,27,"ETH"
2010,27,"GUY"
2010,27,"MLI"
2010,27,"MNG"
2010,27,"MOZ"
2010,27,"TZA"
2010,27,"VNM"
2010,26,"ARM"
2010,26,"ERI"
2010,26,"MDG"
2010,26,"NER"
2010,25,"BLR"
2010,25,"ECU"
2010,25,"LBN"
2010,25,"NIC"
2010,25,"SYR"
2010,25,"TLS"
2010,25,"UGA"
2010,24,"AZE"
2010,24,"BGD"
2010,24,"HND"
2010,24,"NGA"
2010,24,"PHL"
2010,24,"SLE"
2010,24,"TGO"
2010,24,"UKR"
2010,24,"ZWE"
2010,23,"MDV"
2010,23,"MRT"
2010,23,"PAK"
2010,22,"CMR"
2010,22,"CIV"
2010,22,"HTI"
2010,22,"IRN"
2010,22,"LBY"
2010,22,"NPL"
2010,22,"PRY"
2010,22,"YEM"
2010,21,"KHM"
2010,21,"CAF"
2010,21,"COM"
2010,21,"COG"
2010,21,"GNB"
2010,21,"KEN"
2010,21,"LAO"
2010,21,"PNG"
2010,21,"RUS"
2010,21,"TJK"
2010,20,"COD"
2010,20,"GIN"
2010,20,"KGZ"
2010,20,"VEN"
2010,19,"AGO"
2010,19,"GNQ"
2010,18,"BDI"
2010,17,"TCD"
2010,16,"SDN"
2010,16,"TKM"
2010,16,"UZB"
2010,15,"IRQ"
2010,14,"AFG"
2010,14,"MMR"
2010,11,"SOM"
2011,94.62681,"NZL"
2011,93.9208,"DNK"
2011,94.03927,"FIN"
2011,92.98488,"SWE"
2011,91.66839,"SGP"
2011,89.89854,"NOR"
2011,88.94497,"NLD"
2011,88.44156,"AUS"
2011,88.01674,"CHE"
2011,86.72457,"CAN"
2011,85.0703,"LUX"
2011,83.89815,"HKG"
2011,82.74027,"ISL"
2011,80.46144,"DEU"
2011,80.409,"JPN"
2011,77.86903,"AUT"
2011,77.73902,"BRB"
2011,77.75084,"GBR"
2011,74.87431,"BEL"
2011,75.36039,"IRL"
2011,72.89454,"BHS"
2011,72.13856,"CHL"
2011,71.55269,"QAT"
2011,71.35683,"USA"
2011,70.05064,"FRA"
2011,70.18194,"LCA"
2011,70.4446,"URY"
2011,68.22888,"ARE"
2011,63.53611,"EST"
2011,62.65644,"CYP"
2011,62.296,"ESP"
2011,60.77882,"BWA"
2011,60.97609,"PRT"
2011,61.36312,"TWN"
2011,58.70487,"SVN"
2011,58.0688,"ISR"
2011,57.61158,"VCT"
2011,57.42364,"BTN"
2011,55.92464,"MLT"
2011,55.86649,"PRI"
2011,55.24542,"CPV"
2011,54.82418,"POL"
2011,53.56394,"KOR"
2011,52.07397,"BRN"
2011,51.7456,"DMA"
2011,51.09879,"BHR"
2011,51.10873,"MAC"
2011,50.67148,"MUS"
2011,49.83419,"RWA"
2011,47.98095,"CRI"
2011,47.51965,"LTU"
2011,48.34576,"OMN"
2011,48.2171,"SYC"
2011,45.55448,"HUN"
2011,46.16031,"KWT"
2011,44.85752,"JOR"
2011,43.68084,"CZE"
2011,44.2965,"NAM"
2011,43.86654,"SAU"
2011,43.07416,"MYS"
2011,41.63939,"CUB"
2011,41.943,"LVA"
2011,42.06861,"TUR"
2011,41.32969,"GEO"
2011,40.80277,"ZAF"
2011,40.34245,"HRV"
2011,39.69978,"MNE"
2011,39.71617,"SVK"
2011,38.5076,"GHA"
2011,39.06913,"ITA"
2011,39.42666,"MKD"
2011,38.79217,"WSM"
2011,37.7411,"BRA"
2011,37.59299,"TUN"
2011,36.35573,"CHN"
2011,36.12146,"ROU"
2011,35.11906,"GMB"
2011,35.16105,"LSO"
2011,35.29686,"VUT"
2011,34.46674,"COL"
2011,34.24892,"SLV"
2011,33.88967,"GRC"
2011,34.43408,"MAR"
2011,33.85607,"PER"
2011,33.81004,"THA"
2011,33.28966,"BGR"
2011,33.41237,"JAM"
2011,32.66199,"PAN"
2011,33.12795,"SRB"
2011,32.95176,"LKA"
2011,32.07211,"BIH"
2011,31.88795,"LBR"
2011,31.70273,"TTO"
2011,31.95245,"ZMB"
2011,30.52946,"ALB"
2011,30.99087,"IND"
2011,30.80074,"KIR"
2011,30.81774,"SWZ"
2011,31.39194,"TON"
2011,29.96074,"ARG"
2011,29.6985,"BEN"
2011,30.46324,"BFA"
2011,29.8107,"DJI"
2011,29.83002,"GAB"
2011,30.2781,"IDN"
2011,30.40804,"MDG"
2011,30.02285,"MWI"
2011,29.70855,"MEX"
2011,29.86329,"STP"
2011,30.286,"SUR"
2011,29.50526,"TZA"
2011,29.04377,"DZA"
2011,28.62187,"EGY"
2011,28.51413,"KSV"
2011,28.78946,"MDA"
2011,28.70529,"SEN"
2011,28.64383,"VNM"
2011,27.63231,"BOL"
2011,27.58701,"MLI"
2011,26.56912,"BGD"
2011,26.50216,"ECU"
2011,26.90912,"ETH"
2011,27.27781,"GTM"
2011,27.20371,"IRN"
2011,26.93975,"KAZ"
2011,26.76712,"MNG"
2011,26.87722,"MOZ"
2011,27.06382,"SLB"
2011,26.28996,"ARM"
2011,25.89769,"DOM"
2011,25.91903,"HND"
2011,26.44299,"PHL"
2011,25.57818,"SYR"
2011,24.52247,"CMR"
2011,24.75597,"ERI"
2011,24.87627,"GUY"
2011,24.86844,"LBN"
2011,24.70782,"MDV"
2011,25.29546,"NIC"
2011,25.40459,"NER"
2011,24.67952,"PAK"
2011,24.60909,"SLE"
2011,23.75235,"AZE"
2011,24.18323,"BLR"
2011,24.10707,"COM"
2011,24.27348,"MRT"
2011,24.49336,"NGA"
2011,24.48757,"RUS"
2011,23.76135,"TLS"
2011,23.82138,"TGO"
2011,24.33897,"UGA"
2011,22.71689,"TJK"
2011,22.96875,"UKR"
2011,22.10424,"CAF"
2011,21.54337,"COG"
2011,22.33704,"CIV"
2011,22.01865,"GNB"
2011,22.4349,"KEN"
2011,22.13967,"LAO"
2011,22.11227,"NPL"
2011,21.65489,"PNG"
2011,22.17671,"PRY"
2011,22.29767,"ZWE"
2011,21.10559,"KHM"
2011,21.10293,"GIN"
2011,21.19878,"KGZ"
2011,20.80347,"YEM"
2011,20.05035,"AGO"
2011,20.40463,"TCD"
2011,20.21067,"COD"
2011,20.1449,"LBY"
2011,19.35236,"BDI"
2011,19.12177,"GNQ"
2011,18.89497,"VEN"
2011,17.99883,"HTI"
2011,18.04128,"IRQ"
2011,15.63758,"SDN"
2011,16.03173,"TKM"
2011,16.24563,"UZB"
2011,15.17093,"AFG"
2011,14.90296,"MMR"
2011,10.09626,"PRK"
2011,9.834057,"SOM"
2012,90,"DNK"
2012,90,"FIN"
2012,90,"NZL"
2012,88,"SWE"
2012,87,"SGP"
2012,86,"CHE"
2012,85,"AUS"
2012,85,"NOR"
2012,84,"CAN"
2012,84,"NLD"
2012,82,"ISL"
2012,80,"LUX"
2012,79,"DEU"
2012,77,"HKG"
2012,76,"BRB"
2012,75,"BEL"
2012,74,"JPN"
2012,74,"GBR"
2012,73,"USA"
2012,72,"CHL"
2012,72,"URY"
2012,71,"BHS"
2012,71,"FRA"
2012,71,"LCA"
2012,69,"AUT"
2012,69,"IRL"
2012,68,"QAT"
2012,68,"ARE"
2012,66,"CYP"
2012,65,"BWA"
2012,65,"ESP"
2012,64,"EST"
2012,63,"BTN"
2012,63,"PRT"
2012,63,"PRI"
2012,62,"VCT"
2012,61,"SVN"
2012,61,"TWN"
2012,60,"CPV"
2012,60,"ISR"
2012,58,"DMA"
2012,58,"POL"
2012,57,"MLT"
2012,57,"MUS"
2012,56,"KOR"
2012,55,"BRN"
2012,55,"HUN"
2012,54,"CRI"
2012,54,"LTU"
2012,53,"RWA"
2012,52,"GEO"
2012,52,"SYC"
2012,51,"BHR"
2012,49,"CZE"
2012,49,"LVA"
2012,49,"MYS"
2012,49,"TUR"
2012,48,"CUB"
2012,48,"JOR"
2012,48,"NAM"
2012,47,"OMN"
2012,46,"HRV"
2012,46,"SVK"
2012,45,"GHA"
2012,45,"LSO"
2012,44,"KWT"
2012,44,"ROU"
2012,44,"SAU"
2012,43,"BRA"
2012,43,"MKD"
2012,43,"ZAF"
2012,42,"BIH"
2012,42,"ITA"
2012,42,"STP"
2012,41,"BGR"
2012,41,"LBR"
2012,41,"MNE"
2012,41,"TUN"
2012,40,"LKA"
2012,39,"CHN"
2012,39,"SRB"
2012,39,"TTO"
2012,38,"BFA"
2012,38,"SLV"
2012,38,"JAM"
2012,38,"PAN"
2012,38,"PER"
2012,37,"MWI"
2012,37,"MAR"
2012,37,"SUR"
2012,37,"SWZ"
2012,37,"THA"
2012,37,"ZMB"
2012,36,"BEN"
2012,36,"COL"
2012,36,"DJI"
2012,36,"GRC"
2012,36,"IND"
2012,36,"MDA"
2012,36,"MNG"
2012,36,"SEN"
2012,35,"ARG"
2012,35,"GAB"
2012,35,"TZA"
2012,34,"DZA"
2012,34,"ARM"
2012,34,"BOL"
2012,34,"GMB"
2012,34,"KSV"
2012,34,"MLI"
2012,34,"MEX"
2012,34,"PHL"
2012,33,"ALB"
2012,33,"ETH"
2012,33,"GTM"
2012,33,"NER"
2012,33,"TLS"
2012,32,"DOM"
2012,32,"ECU"
2012,32,"EGY"
2012,32,"IDN"
2012,32,"MDG"
2012,31,"BLR"
2012,31,"MRT"
2012,31,"MOZ"
2012,31,"SLE"
2012,31,"VNM"
2012,30,"LBN"
2012,30,"TGO"
2012,29,"CIV"
2012,29,"NIC"
2012,29,"UGA"
2012,28,"COM"
2012,28,"GUY"
2012,28,"HND"
2012,28,"IRN"
2012,28,"KAZ"
2012,28,"RUS"
2012,27,"AZE"
2012,27,"KEN"
2012,27,"NPL"
2012,27,"NGA"
2012,27,"PAK"
2012,26,"BGD"
2012,26,"CMR"
2012,26,"CAF"
2012,26,"COG"
2012,26,"SYR"
2012,26,"UKR"
2012,25,"ERI"
2012,25,"GNB"
2012,25,"PNG"
2012,25,"PRY"
2012,24,"GIN"
2012,24,"KGZ"
2012,23,"YEM"
2012,22,"AGO"
2012,22,"KHM"
2012,22,"TJK"
2012,21,"COD"
2012,21,"LAO"
2012,21,"LBY"
2012,20,"GNQ"
2012,20,"ZWE"
2012,19,"BDI"
2012,19,"TCD"
2012,19,"HTI"
2012,19,"VEN"
2012,18,"IRQ"
2012,17,"TKM"
2012,17,"UZB"
2012,15,"MMR"
2012,13,"SDN"
2012,8,"AFG"
2012,8,"PRK"
2012,8,"SOM"
2013,91,"DNK"
2013,91,"NZL"
2013,89,"FIN"
2013,89,"SWE"
2013,86,"NOR"
2013,86,"SGP"
2013,85,"CHE"
2013,83,"NLD"
2013,81,"AUS"
2013,81,"CAN"
2013,80,"LUX"
2013,78,"DEU"
2013,78,"ISL"
2013,76,"GBR"
2013,75,"BRB"
2013,75,"BEL"
2013,75,"HKG"
2013,74,"JPN"
2013,73,"URY"
2013,73,"USA"
2013,72,"IRL"
2013,71,"BHS"
2013,71,"CHL"
2013,71,"FRA"
2013,71,"LCA"
2013,69,"AUT"
2013,69,"ARE"
2013,68,"EST"
2013,68,"QAT"
2013,64,"BWA"
2013,63,"BTN"
2013,63,"CYP"
2013,62,"PRT"
2013,62,"PRI"
2013,62,"VCT"
2013,61,"ISR"
2013,61,"TWN"
2013,60,"BRN"
2013,60,"POL"
2013,59,"ESP"
2013,58,"CPV"
2013,58,"DMA"
2013,57,"LTU"
2013,57,"SVN"
2013,56,"MLT"
2013,55,"KOR"
2013,54,"HUN"
2013,54,"SYC"
2013,53,"CRI"
2013,53,"LVA"
2013,53,"RWA"
2013,52,"MUS"
2013,50,"MYS"
2013,50,"TUR"
2013,49,"GEO"
2013,49,"LSO"
2013,48,"BHR"
2013,48,"HRV"
2013,48,"CZE"
2013,48,"NAM"
2013,47,"OMN"
2013,47,"SVK"
2013,46,"CUB"
2013,46,"GHA"
2013,46,"SAU"
2013,45,"JOR"
2013,44,"MKD"
2013,44,"MNE"
2013,43,"ITA"
2013,43,"KWT"
2013,43,"ROU"
2013,42,"BIH"
2013,42,"BRA"
2013,42,"STP"
2013,42,"SRB"
2013,42,"ZAF"
2013,41,"BGR"
2013,41,"SEN"
2013,41,"TUN"
2013,40,"CHN"
2013,40,"GRC"
2013,39,"SWZ"
2013,38,"BFA"
2013,38,"SLV"
2013,38,"JAM"
2013,38,"LBR"
2013,38,"MNG"
2013,38,"PER"
2013,38,"TTO"
2013,38,"ZMB"
2013,37,"MWI"
2013,37,"MAR"
2013,37,"LKA"
2013,36,"DZA"
2013,36,"ARM"
2013,36,"BEN"
2013,36,"COL"
2013,36,"DJI"
2013,36,"IND"
2013,36,"PHL"
2013,36,"SUR"
2013,35,"ECU"
2013,35,"MDA"
2013,35,"PAN"
2013,35,"THA"
2013,34,"ARG"
2013,34,"BOL"
2013,34,"GAB"
2013,34,"MEX"
2013,34,"NER"
2013,33,"ETH"
2013,33,"KSV"
2013,33,"TZA"
2013,32,"EGY"
2013,32,"IDN"
2013,31,"ALB"
2013,31,"NPL"
2013,31,"VNM"
2013,30,"MRT"
2013,30,"MOZ"
2013,30,"SLE"
2013,30,"TLS"
2013,29,"BLR"
2013,29,"DOM"
2013,29,"GTM"
2013,29,"TGO"
2013,28,"AZE"
2013,28,"COM"
2013,28,"GMB"
2013,28,"LBN"
2013,28,"MDG"
2013,28,"MLI"
2013,28,"NIC"
2013,28,"PAK"
2013,28,"RUS"
2013,27,"BGD"
2013,27,"CIV"
2013,27,"GUY"
2013,27,"KEN"
2013,26,"HND"
2013,26,"KAZ"
2013,26,"LAO"
2013,26,"UGA"
2013,25,"CMR"
2013,25,"CAF"
2013,25,"IRN"
2013,25,"NGA"
2013,25,"PNG"
2013,25,"UKR"
2013,24,"GIN"
2013,24,"KGZ"
2013,24,"PRY"
2013,23,"AGO"
2013,22,"COG"
2013,22,"COD"
2013,22,"TJK"
2013,21,"BDI"
2013,21,"MMR"
2013,21,"ZWE"
2013,20,"KHM"
2013,20,"ERI"
2013,20,"VEN"
2013,19,"TCD"
